player_id,player_display_name,player_name,player_full_name,batting_style,bowling_style,birthdate,country_id,list_team_ids
2923,,Shubham Ranjane,Shubham Subhash Ranjane,Right-hand bat,Right arm Pace,26/03/94,2.0,"189,165"
2924,,Sarthak Ranjan,Sarthak Ranjan,Right-hand bat,Right arm wrist spin,25/09/96,2.0,"291,559"
2925,,Shashi Ranjan,Shashi Ranjan,Right-hand bat,Right arm Off spin,02/11/81,2.0,"161,460"
2926,SV Samson,Sanju Samson,Sanju Viswanath Samson,Right-hand bat,,11/11/94,2.0,"592,161,403,409,505,165"
2927,,Samarth Seth,Samarth Seth,Left-hand bat,Left arm Orthodox,14/09/99,2.0,"153,291,559"
2928,,Samarth Singh,Samarth Singh,Right-hand bat,Right arm Off spin,11/09/91,2.0,"394,559"
2929,BB Samantray,Biplab Samantray,Biplab Bipin Samantray,Right-hand bat,Right arm Pace,14/12/88,2.0,"350,506,202"
2930,,Vinayak Samant,Vinayak Radhakrishna Samant,Right-hand bat,,25/10/72,2.0,"427,549"
2931,,Samad Bhat,Samad Bhat,Right-hand bat,Right arm Pace,02/10/95,2.0,"384,556"
2932,,Dhiran Salvi,Dhiran Pradip Salvi,Right-hand bat,,10/10/79,2.0,"471,505,415"
2933,AM Salvi,Aavishkar Salvi,Aavishkar Madhav Salvi,Right-hand bat,Right arm Pace,20/10/81,2.0,"592,161,427"
2934,,Malolan Rangarajan,Malolan Rangarajan,Right-hand bat,Right arm Off spin,22/04/89,2.0,"522,577"
2935,,Atul Ranade,Atul Anant Ranade,Right-hand bat,Right arm Pace,19/09/72,2.0,"257,427"
2936,S Rana,Sneh Rana,Sneh Rana,Right-hand bat,Right arm Off spin,18/02/94,2.0,"75,467"
2937,,Sachin Rana,Sachin Rana,Right-hand bat,Right arm Pace,18/09/84,2.0,"501,505,69,143,202"
2938,N Rana,Nitish Rana,Nitish Rana,Left-hand bat,Right arm Off spin,27/12/93,2.0,"394,505,571"
2939,,Himanshu Rana,Himanshu Jaikanwar Rana,Right-hand bat,Right arm Pace,01/10/98,2.0,"501,403"
2940,,Amit Rana,Amit Rana,Right-hand bat,Right arm Off spin,14/12/95,2.0,"501,25"
2941,D Salunkhe,Dinesh Salunkhe,Dinesh Salunkhe,Right-hand bat,Right arm wrist spin,12/11/82,2.0,"172,427,165"
2942,C Sakariya,Chetan Sakariya,Chetan Sakariya,Left-hand bat,Left arm Pace,20/08/98,2.0,"317,284"
2943,,Palakodeti Sairam,Palakodeti Saketh Sairam,Right-hand bat,Right arm Off spin,24/01/93,2.0,"139,120"
2944,NA Saini,Navdeep Saini,Navdeep Amarjeet Saini,Right-hand bat,Right arm Pace,23/11/92,2.0,"394,161,143"
2945,N Saini,Nitin Saini,Nitin Saini,Right-hand bat,,28/10/88,2.0,"501,147"
2946,,Biplab Saikia,Biplab Basanta Saikia,Right-hand bat,,15/12/96,2.0,"553,123"
2947,,Sadagoppan Ramesh,Sadagoppan Ramesh,Left-hand bat,Right arm Off spin,16/10/75,2.0,"592,577"
2948,,Mohammad Saif,Mohammad Saif,Right-hand bat,Right arm Pace,21/07/76,2.0,"210,23"
2949,,Manoj Sai,Vemula Manoj Sai,Right-hand bat,,10/10/82,2.0,"204,413"
2950,,Santosh Sahu,Santosh Kumar Sahu,Right-hand bat,Right arm Off spin,15/03/74,2.0,"210,415"
2951,P Sahu,Pardeep Sahu,Pardeep Sahu,Right-hand bat,Right arm wrist spin,21/08/85,2.0,"501,147,165"
2952,,Woorkeri Raman,Woorkeri Venkat Raman,Left-hand bat,Left arm Orthodox,23/05/65,2.0,"592,577"
2953,,Parth Sahani,Parth Mukesh Sahani,Left-hand bat,Left arm Orthodox,09/03/93,2.0,"210,538,312"
2954,WP Saha,Wriddhiman Saha,Wriddhiman Prasanta Saha,Right-hand bat,,24/10/84,2.0,"592,454,470,433,147,505,202"
2955,,Abhishek Raman,Abhishek Raman,Left-hand bat,Right arm Off spin,06/09/93,2.0,"454,156,297"
2956,Sachin Baby,Sachin Baby,Sachin Baby,Left-hand bat,Right arm Off spin,18/12/88,2.0,"433,409,165,143,522,202"
2957,,Sabir Ali,Sabir Ali,Right-hand bat,Right arm Pace,01/11/81,2.0,"454,415"
2958,,RK Sabharwal,Rohit Kumar Sabharwal,Right-hand bat,,08/01/78,2.0,"139,143"
2959,,Venkatapathy Raju,Sagi Lakshmi Venkatapathy Raju,Right-hand bat,Left arm Orthodox,09/07/69,2.0,"592,139"
2960,,Sandipan Das,Sandipan Swapan Das,Right-hand bat,Right arm Pace,29/11/92,2.0,"454,403"
2961,,Rangaraj Suthesh, Rangaraj Suthesh,Left-hand bat,Left arm Pace,08/04/87,2.0,"143,577"
2962,AS Rajpoot,Ankit Rajpoot,Ankit Singh Rajpoot,Right-hand bat,Right arm Pace,04/12/93,2.0,"470,147,505,23"
2963,,Ameya Shrikhande,Ameya Jayprakash Shrikhande,Right-hand bat,Right arm Pace,25/07/86,2.0,"505,189"
2964,,Mohammad Sanuth,Mohammad Ebrahim Sanuth,Left-hand bat,Right arm Off spin,25/07/89,2.0,"409,505"
2965,RR Raje,Rohan Raje,Rohan Ravindra Raje,Right-hand bat,Right arm Pace,03/09/86,2.0,"427,571"
2966,,Raja Ali,Raja Ali,Left-hand bat,Left arm Orthodox,05/07/76,2.0,"210,415"
2967,,Vikram Singh,Vikram Singh Rajawat,Right-hand bat,,02/01/87,2.0,"460,187"
2968,,Rajat Shet,Rajat Shet,Right-hand bat,Right arm Pace,27/09/94,2.0,"257,244"
2969,SK Raina,Suresh Raina,Suresh Kumar Raina,Left-hand bat,Right arm Off spin,27/11/86,2.0,"592,470,531,403,23,390"
2970,,Suryansh Raina,Suryansh Raina,Left-hand bat,,15/08/97,2.0,"384,556"
2971,,Rahul Singh,Gahlaut Rahul Singh,Left-hand bat,Right arm Pace,18/09/95,2.0,"139,40"
2972,,Rahul Singh,Rahul Singh,Right-hand bat,Left arm Orthodox,13/09/97,2.0,"553,123"
2973,,Rahul Bakshi,Rahul Naresh Bakshi,Right-hand bat,,10/12/85,2.0,"210,538,312"
2974,KL Rahul,KL Rahul,Kannaur Lokesh Rahul,Right-hand bat,,18/04/92,2.0,"592,403,430,147,143,522,202"
2975,AM Rahane,Ajinkya Rahane,Ajinkya Madhukar Rahane,Right-hand bat,Right arm Pace,06/06/88,2.0,"592,433,403,427,571,165,370"
2976,,Mukul Raghav,Mukul Subhash Raghav,Right-hand bat,Right arm Off spin,22/09/94,2.0,"210,538,312"
2977,,Syed Quadri,Syed Ahmed Quadri,Right-hand bat,Right arm Off spin,02/12/81,2.0,"350,139,165"
2978,,Mumtaz Qadir,Mumtaz Qadir,Right-hand bat,,17/11/86,2.0,"40,239"
2979,,Varsha Raffel,Varsha Raffel,Right-hand bat,Right arm Off spin,20/03/75,2.0,"467,23"
2980,,Radhakrishnan,Sundararaman Radhakrishnan,Right-hand bat,Right arm wrist spin,14/07/99,2.0,"403,577,245"
2981,S Tyagi,Sudeep Tyagi,Sudeep Tyagi,Right-hand bat,Right arm Pace,17/09/87,2.0,"592,470,433,202,23"
2982,SK Trivedi,Siddharth Trivedi,Siddharth Kishorkumar Trivedi,Right-hand bat,Right arm Pace,04/09/82,2.0,"552,165,317"
2983,RA Tripathi,Rahul Tripathi,Rahul Ajay Tripathi,Right-hand bat,Right arm Pace,02/03/91,2.0,"189,165"
2984,,Vikas Tokas,Vikas Tokas,Right-hand bat,Right arm Pace,16/10/86,2.0,"394,143"
2985,SS Tiwary,Saurabh Tiwary,Saurabh Sunil Tiwary,Left-hand bat,,30/12/89,2.0,"592,263,161,403,571,370,143"
2986,MK Tiwary,Manoj Tiwary,Manoj Kumar Tiwary,Right-hand bat,Right arm wrist spin,14/11/85,2.0,"592,296,454,297,161,433,403,147,505"
2987,,Krishna Tiwari,Krishna Mohan Tiwari,Right-hand bat,Right arm Pace,14/08/34,2.0,"415,23"
2988,,Anurag Tiwari,Anurag Shubhash Tiwari,Right-hand bat,Left arm Orthodox,15/11/95,2.0,"454,297"
2989,,Tanay Thyagarajan,Tanay Thyagarajan,Left-hand bat,Left arm Orthodox,15/11/95,2.0,"139,120"
2990,,Maulik Thanki,Maulik Navinchandra Thanki,Right-hand bat,Right arm Pace,16/11/84,2.0,"317,284"
2991,X Thalaivan Sargunam,Thalaivan Sargunam,Xavier Thalaivan Sargunam,Right-hand bat,Right arm Off spin,15/05/85,2.0,"576,202,577"
2992,,Abhishek Thakuri,Abhishek Munna Thakuri,Left-hand bat,,31/10/98,2.0,"553,512"
2993,SN Thakur,Shardul Thakur,Shardul Narendra Thakur,Right-hand bat,Right arm Pace,16/10/91,2.0,"592,470,147,571"
2994,,Rahul Thakur,Rahul Prabhakar Thakur,Right-hand bat,Right arm Pace,25/11/78,2.0,"427,415"
2995,,Bhavin Thakkar,Bhavin Jitendra Thakkar,Right-hand bat,Right arm Pace,22/01/82,2.0,"127,427"
2996,,Bhavik Thaker,Bhavik Dinbandhubhai Thaker,Right-hand bat,Right arm Off spin,23/10/82,2.0,"552,505"
2997,R Tewatia,Rahul Tewatia,Rahul Tewatia,Left-hand bat,Right arm wrist spin,20/05/93,2.0,"161,147,165"
2998,SR Tendulkar,Sachin Tendulkar,Sachin Ramesh Tendulkar,Right-hand bat,Right arm wrist spin,24/04/73,2.0,"592,252,427,571,561"
2999,,Arjun Tendulkar,Arjun Sachin Tendulkar,Left-hand bat,Left arm Pace,24/09/99,2.0,"199,77"
3000,Tejas Baroka,Tejas Baroka,Tejas Baroka,Right-hand bat,Right arm wrist spin,01/02/96,2.0,"559,531"
3001,,Mayank Tehlan,Mayank Tehlan,Right-hand bat,Right arm Off spin,11/10/86,2.0,"394,161,559,403"
3002,AP Tare,Aditya Tare,Aditya Prakash Tare,Right-hand bat,,07/11/87,2.0,"161,433,571,77,202"
3003,,Nitin Tanwar,Nitin Tanwar,Right-hand bat,Right arm Off spin,09/10/96,2.0,"291,559,40"
3004,,Abhishek Tanwar,Abhishek Baljeetsingh Tanwar,Right-hand bat,Right arm Pace,17/10/91,2.0,"25,577"
3005,,Tanveer Jabbar,Tanveer Jabbar,Right-hand bat,Right arm Off spin,12/07/74,2.0,"257,577"
3006,PV Tambe,Pravin Tambe,Pravin Vijay Tambe,Right-hand bat,Right arm wrist spin,08/10/71,2.0,"531,165,202"
3007,YV Takawale,Yogesh Takawale,Yogesh Vijay Takawale,Right-hand bat,,05/11/84,2.0,"189,571,143,549"
3008,,Tajinder Singh,Tajinder Singh Dhillon,Right-hand bat,Right arm Off spin,25/05/92,2.0,"571,460"
3009,RV Uthappa,Robin Uthappa,Robin Venu Uthappa,Right-hand bat,Right arm Pace,11/11/85,2.0,"592,433,403,430,505,571,69,143,522"
3010,,Ramya Upadhyay,Ramya Jitendrabhai Upadhyay,Right-hand bat,,27/10/81,2.0,"284,284"
3011,K Upadhyay,Krishnakant  Upadhyay,Krishnakant Upadhyay,Right-hand bat,Right arm Pace,18/06/86,2.0,"69,415"
3012,A Uniyal,Amit Uniyal,Amit Uniyal,Left-hand bat,Left arm Pace,21/11/81,2.0,"93,165"
3013,JD Unadkat,Jaydev Unadkat,Jaydev Dipakbhai Unadkat,Right-hand bat,Left arm Pace,18/10/91,2.0,"592,161,433,403,505,165,143,317,284"
3014,,Umar Nazir Mir,Umar Nazir Ahmed Mir,Right-hand bat,Right arm Pace,03/11/93,2.0,"384,556"
3015,,Samarth Vyas,Samarth Bipin Vyas,Right-hand bat,Right arm wrist spin,28/11/95,2.0,"317,284"
3016,M Vohra,Manan Vohra,Manan Vohra,Right-hand bat,Right arm Pace,18/07/93,2.0,"403,147,93,392,165,143"
3017,,Sunil Viswanathan,Sunil Shankaran Vishwanathan,Left-hand bat,Left arm Orthodox,26/11/79,2.0,"553,577"
3018,Vishnu Vinod,Vishnu Vinod,Vishnu Vinod,Right-hand bat,,02/12/93,2.0,"409,143"
3019,R Vinay Kumar,Vinay Kumar,Ranganath Vinay Kumar,Right-hand bat,Right arm Pace,12/02/84,2.0,"592,433,430,299,505,571,143,522"
3020,,Rajiv Vinayak,Rajiv Vinayak,Right-hand bat,,29/09/64,2.0,"394,40"
3021,,Vikram Verma,Mirja Nallappa Raju Vikram Verma,Right-hand bat,Right arm Off spin,15/12/79,2.0,"204,139"
3022,,Vikas Mishra,Vikas Mishra,Right-hand bat,Left arm Orthodox,27/12/92,2.0,"394,161"
3023,,Pranshu Vijayran,Pranshu Surajmal Vijayran,Left-hand bat,Right arm Pace,18/11/95,2.0,"394,559"
3024,DP Vijaykumar,Paidikalva Vijaykumar,David Paidikalva Vijaykumar,Right-hand bat,Right arm Pace,20/10/86,2.0,"204,350"
3025,,Vijay Bharadwaj,Raghvendrarao Vijay Bharadwaj,Right-hand bat,Right arm Off spin,15/08/75,2.0,"592,430"
3026,,Murali Vijay,Murali Vijay,Right-hand bat,Right arm Off spin,01/04/84,2.0,"592,470,161,147,577"
3027,,Chander Vijay,Chander Vijay,Right-hand bat,,16/07/56,2.0,"501,40"
3028,GH Vihari,Hanuma Vihari,Gade Hanuma Vihari,Right-hand bat,Right arm Off spin,13/10/93,2.0,"592,161,139,433,403,522,202"
3029,,Ganapathi Vignesh,Ganapathi Vignesh,Right-hand bat,Right arm Pace,11/09/81,2.0,"470,505,577"
3030,S Vidyut,Vidyut Sivaramakrishnan,Vidyut Sivaramakrishnan,Left-hand bat,Left arm Orthodox,03/12/81,2.0,"470,501,577"
3031,,Rajesh Verma,Rajesh Pratap Verma,Right-hand bat,Right arm Pace,11/12/81,2.0,"505,427,77"
3032,Y Venugopal Rao,Venugopal Rao,Yalaka Venugopal Rao,Right-hand bat,Right arm Off spin,26/02/82,2.0,"592,204,350,161,552,433,202"
3033,,Margashayam Venkataramana,Margashayam Venkataramana,Right-hand bat,Right arm Off spin,24/04/66,2.0,"592,577"
3034,,Amitabh Velaskar,Amitabh Arvind Velaskar,Left-hand bat,,22/09/74,2.0,"257,549"
3035,,Kuthethurshri Vasudevadas,Kuthethurshri Vasudevadas,Left-hand bat,Right arm wrist spin,26/01/85,2.0,"576,470,108,577"
3036,,Divakar Vasu,Divakar Vasu,Right-hand bat,Left arm Pace,11/12/67,2.0,"553,577"
3037,,Pooja Vastrakar,Pooja Vastrakar,Right-hand bat,Right arm Pace,25/09/99,2.0,"75,467"
3038,,RC Vasanth Kumar,Ramanathan Chandrasekharan Vasant Kumar,Right-hand bat,Right arm Off spin,28/04/76,2.0,"317,577"
3039,CV Varun,Varun Chakravarthy,Varun Chakravarthy Vinod,Right-hand bat,Right arm wrist spin,29/08/91,2.0,"147,577"
3040,,Vamshi Vardhan Reddy,Andapally Vamshi Vardhan Reddy,Left-hand bat,Right arm Off spin,28/09/93,2.0,"139,120"
3041,PC Valthaty,Paul Valthaty,Paul Chandrashekar Valthaty,Right-hand bat,Right arm Pace,07/12/83,2.0,"127,147,427,165"
3042,,Prashant Vaidya,Prashant Sridhar Vaidya,Right-hand bat,Right arm Pace,23/09/67,2.0,"592,454,315"
3043,,Rudresh Vaghela,Rudresh Hanubha Vaghela,Right-hand bat,Left arm Orthodox,02/11/93,2.0,"471,85"
3044,,Asif Ghafoor,Asif Ghafoor,Left-hand bat,Left arm Orthodox,15/06/89,5.0,"9,140"
3045,,Aziz-ur-Rehman,Mohammad Aziz-ur-Rehman,Left-hand bat,Left arm Orthodox,31/03/66,5.0,"149,22,502"
3046,,Aziz-ur-Rehman,Aziz-ur-Rehman,Right-hand bat,Right arm Pace,03/09/85,5.0,"109,70"
3047,,Azizullah,Azizullah,Right-hand bat,Right arm Pace,11/09/93,5.0,"298,232,343,308,485"
3048,,Azhar Shafiq,Mohammad Azhar Shafiq,Left-hand bat,Right arm Pace,31/12/78,5.0,"589,59"
3049,Azhar Mahmood,Azhar Mahmood,Azhar Mahmood Sagar,Right-hand bat,Right arm Pace,28/02/75,5.0,"260,362,463,316,376,434,147,505,155,38,16,163,229"
3050,,Azhar Attari,Azhar Attari,Right-hand bat,Right arm Pace,12/12/90,5.0,"44,298,485"
3051,,Azhar Ali,Azhar Ali,Right-hand bat,Right arm wrist spin,19/02/85,5.0,"260,497,177,44,102,375,498"
3052,,Azhar Abbas,Azhar Abbas Haraj,Right-hand bat,Right arm Pace,01/04/75,5.0,"1,362,589,429,149,493,58,279"
3053,,Azharullah,Mohammad Azharullah,Right-hand bat,Right arm Pace,25/12/83,5.0,"445,395,523,171,32"
3054,,Azeem Mansoor,Syed Azeem Mansoor,Right-hand bat,,24/10/72,5.0,"492,16"
3055,,Azeem Ghumman,Mohammad Azeem Ghumman,Right-hand bat,Right arm wrist spin,24/01/91,5.0,"196,27,498,298,308"
3056,,Azam Khan,Mohammad Azam Khan,Right-hand bat,,01/03/69,5.0,"260,10,59,381,462"
3057,,Azam Khan,Mohammad Azam Khan,Left-hand bat,Right arm Pace,05/12/83,5.0,"177,419,20,32"
3058,,Azam Khan,Mohammad Azam Khan,Right-hand bat,Right arm Pace,01/06/87,5.0,"232,343"
3059,,Azam Jan,Azam Jan,Right-hand bat,Right arm Pace,05/07/83,5.0,"232,343"
3060,,Azam Hussain,Azam Hussain,Left-hand bat,Left arm Orthodox,07/09/85,5.0,"10,391,57"
3061,,Ayaz Tasawwar,Ayaz Tasawwar,Left-hand bat,Right arm wrist spin,10/12/90,5.0,"246,141"
3062,,Ayaz Jilani,Syed Ayaz Jilani,Right-hand bat,Right arm Off spin,05/12/68,5.0,"376,10,411,38"
3063,,Awais Zia,Awais Zia,Left-hand bat,Right arm Off spin,01/09/86,5.0,"260,316,183,497,405,16,142"
3064,,Attaullah,Attaullah,Right-hand bat,Right arm Pace,22/02/89,5.0,"564,171"
3065,,Atiq Ahmed,Mohammad Atiq Ahmed,Right-hand bat,,11/06/86,5.0,"589,429,445"
3066,,Atiq-uz-Zaman,Atiq-uz-Zaman,Right-hand bat,,30/11/75,5.0,"260,230,10,492,59,544"
3067,,Atiq-ur-Rehman,Atiq-ur-Rehman,Right-hand bat,Right arm Pace,01/01/64,5.0,"230,10"
3068,,Atiq-ur-Rehman,Atiq-ur-Rehman,Right-hand bat,Right arm wrist spin,24/04/84,5.0,"42,94"
3069,,Atif Rauf,Atif Rauf,Right-hand bat,Right arm Off spin,03/03/64,5.0,"260,1,376,177"
3070,,Atif Maqbool,Atif Maqbool,Right-hand bat,Right arm Off spin,21/11/81,5.0,"10,103,399,57,59,38,462"
3071,,Atif Mahmood,Atif Mahmood,Right-hand bat,Right arm Pace,22/12/76,5.0,"481,205"
3072,,Atif Jabbar,Rana Mohammad Atif Jabbar,Right-hand bat,Right arm Pace,15/06/90,5.0,"141,229"
3073,,Atif Ashraf,Atif Ashraf Qureshi,Right-hand bat,,26/05/80,5.0,"376,333,485"
3074,,Atif Ali,Atif Ali Zaidi,Right-hand bat,Right arm Off spin,26/06/84,5.0,"391,103,399,564,485"
3075,,Athar Laeeq,Athar Laeeq Khan,Right-hand bat,Right arm Pace,10/02/71,5.0,"10,249"
3076,,Ata-ur-Rehman,Ata-ur-Rehman,Right-hand bat,Right arm Pace,28/03/75,5.0,"260,578,177,411"
3077,,Ata-ur-Rehman,Ata-ur-Rehman,Right-hand bat,Right arm Pace,03/04/67,5.0,"578,376,10"
3078,,Ataullah,Ataullah,Right-hand bat,Right arm Pace,02/02/86,5.0,"589,288,249,498"
3079,,Asmatullah Mohmand,Asmatullah Mohmand,Right-hand bat,Right arm Off spin,16/02/75,5.0,"59,536"
3080,,Aslam Sattar,Aslam Sattar Manganhar,Right-hand bat,Right arm wrist spin,05/03/85,5.0,"196,27"
3081,,Asim Rizvi,Asim Rizvi,Right-hand bat,Right arm Off spin,01/09/71,5.0,"196,10"
3082,,Asim Munir,Asim Munir Butt,Right-hand bat,Right arm Off spin,24/10/82,5.0,"116,42,58"
3083,,Asim Kamal,Mohammad Asim Kamal,Left-hand bat,Right arm Off spin,31/05/76,5.0,"260,10,59,38"
3084,,Asim Butt,Mohammad Asim Butt,Right-hand bat,Right arm Pace,01/03/79,5.0,"42,493,246,32"
3085,,Asif Zakir,Asif Zakir,Right-hand bat,,01/09/83,5.0,"10,391,103,399,57"
3086,,Asif Raza,Asif Raza,Left-hand bat,Right arm Pace,11/01/87,5.0,"44,102"
3087,,Asif Raza,Asif Raza,Right-hand bat,Right arm Off spin,08/11/78,5.0,"271,59,150"
3088,,Asif Mumtaz,Asif Mumtaz,Right-hand bat,Right arm Off spin,03/10/88,5.0,"16,142"
3089,,Asif Mujtaba,Mohammad Asif Mujtaba,Left-hand bat,Left arm Orthodox,04/11/67,5.0,"260,10,155,38"
3090,,Asif Mohammad,Asif Mohammad,Right-hand bat,Right arm Off spin,21/12/65,5.0,"481,10,38,16"
3091,,Asif Mahmood,Raja Asif Mahmood,Right-hand bat,Right arm Off spin,18/12/75,5.0,"260,492,16"
3092,,Asif Khan,Asif Khan,Right-hand bat,Right arm Off spin,15/02/90,5.0,"44,102,9,298"
3093,,Asif Hussain,Mohammad Asif Hussain,Right-hand bat,Right arm Off spin,20/11/79,5.0,"481,32"
3094,,Asif Faridi,Asif Faridi,Right-hand bat,Right arm Pace,04/04/64,5.0,"1,16"
3095,,Asif Ashfaq,Asif Ashfaq,Right-hand bat,Right arm Pace,24/10/90,5.0,"44,419"
3096,,Asif Ali Saeed,Syed Asif Ali Saeed,Right-hand bat,Right arm Pace,09/09/73,5.0,"1,376"
3097,,Asif Ali,Asif Ali,Right-hand bat,Right arm Pace,01/10/91,5.0,"260,481,159,282"
3098,,Asif Ali,Asif Ali,Left-hand bat,Left arm Orthodox,13/04/89,5.0,"109,70,16,32"
3099,,Asif Afridi,Asif Khan Afridi,Left-hand bat,Left arm Pace,25/12/86,5.0,"109,70,66"
3100,,Ashraf Bashir,Ashraf Bashir,Left-hand bat,Left arm Orthodox,01/01/76,5.0,"502,32"
3101,,Ashraf Ali,Ashraf Ali Khan,Right-hand bat,,04/05/82,5.0,"10,391,57,38"
3102,,Ashfaq Ahmed,Ashfaq Ahmed,Right-hand bat,Right arm Pace,06/06/73,5.0,"260,177,411,38"
3103,,Ashfaq Ahmed,Mohammad Ashfaq Ahmed,Right-hand bat,Right arm Off spin,26/03/85,5.0,"44,419,9,32"
3104,,Ashar Zaidi,Syed Ashar Ahmed Zaidi,Left-hand bat,Left arm Orthodox,13/07/81,5.0,"500,200,376,333,282,310,544"
3105,,Asghar Ali,Syed Asghar Ali,Right-hand bat,,11/06/24,5.0,"196,10"
3106,,Asfandyar Jafri,Syed Asfandyar Jafri,Right-hand bat,Left arm Pace,21/01/76,5.0,"196,38"
3107,,Asad Zarar,Mohammad Asad Zarar,Right-hand bat,Right arm Pace,16/09/86,5.0,"481,159,249"
3108,,Asad Shafiq,Asad Shafiq,Right-hand bat,Right arm Off spin,28/01/86,5.0,"260,391,103,399,399,57,498,185"
3109,,Asad Malik,Asad Mahmood Malik,Right-hand bat,Right arm Off spin,06/03/71,5.0,"22,502"
3110,,Asad Iqbal,Asad Iqbal,Right-hand bat,Right arm Off spin,24/11/66,5.0,"177,58"
3111,,Asad Baig,Mirza Asad Baig,Right-hand bat,Right arm Off spin,26/11/88,5.0,"230,391,59,298"
3112,,Asad Ali,Asad Ali,Right-hand bat,Left arm Orthodox,27/08/91,5.0,"481,159"
3113,,Asad Ali,Asad Ali,Right-hand bat,Right arm Pace,14/10/88,5.0,"260,481,159,308"
3114,,Asadullah Sumari,Asadullah Sumari,Right-hand bat,Right arm Pace,22/06/86,5.0,"200,333"
3115,,Asadullah Butt,Asadullah Butt,Right-hand bat,Right arm Pace,15/08/70,5.0,"42,230,376,177,22,16"
3116,,Arun Lal,Arun Lal,Right-hand bat,Right arm Pace,26/08/85,5.0,"564,171"
3117,,Arshad Khan,Arshad Khan,Right-hand bat,Right arm Off spin,22/03/71,5.0,"260,578,200,149,232,343,564,171"
3118,,Arshad Hayat,Raja Arshad Hayat,Right-hand bat,Right arm Pace,01/01/66,5.0,"589,429,16,229"
3119,,Arsalan Arshad,Arsalan Arshad Bajwa,Left-hand bat,,30/05/94,5.0,"44,102,9"
3120,,Arif Butt,Mohammad Arif Butt,Right-hand bat,,10/06/72,5.0,"492,16"
3121,,Aqeel Aziz,Aqeel Aziz,Right-hand bat,Right arm Off spin,30/06/78,5.0,"589,10,429"
3122,,Aqeel Anjum,Aqeel Ahmed Anjum,Left-hand bat,Right arm Pace,07/03/87,5.0,"196,27,249"
3123,,Aqeel Ahmed,Aqeel Ahmed,Right-hand bat,Right arm Off spin,01/10/82,5.0,"221,481,32"
3124,,Anwar Khan,Anwar Khan Niazi,Right-hand bat,Right arm Pace,01/01/45,5.0,"16,502"
3125,,Anwar Ali,Anwar Ali,Right-hand bat,Right arm Pace,25/11/87,5.0,"260,391,103,57,498,38,298,185"
3126,,Anwar-ul-Haq,Anwar-ul-Haq,Right-hand bat,Right arm wrist spin,25/10/84,5.0,"376,462"
3127,,Anwaar Hafeez,Anwaar Hafeez,Right-hand bat,Right arm Off spin,17/12/84,5.0,"102,249"
3128,,Anwaar Ali,Anwaar Ali,Right-hand bat,Right arm wrist spin,20/02/75,5.0,"196,32"
3129,,Anop Santosh,Anop Ravi Santosh Kumar,Right-hand bat,,23/06/91,5.0,"38,298"
3130,,Ansar Javed,Ansar Javed,Right-hand bat,Left arm Pace,23/10/80,5.0,"429,445,81"
3131,,Ammar Mahmood,Ammar Mahmood,Right-hand bat,Right arm Off spin,04/04/79,5.0,"481,159,405"
3132,,Ammar Hasan,Syed Ammar Hasan Zaidi,Right-hand bat,Right arm wrist spin,29/06/92,5.0,"391,399,229"
3133,,Amjad Ali,Amjad Ali Hazara,Right-hand bat,Right arm Pace,01/07/74,5.0,"564,16"
3134,,Amjad Ali,Amjad Ali,Right-hand bat,Right arm Pace,15/12/80,5.0,"42,177"
3135,,Ameer Khan,Ameer Khan,Right-hand bat,Right arm wrist spin,18/12/82,5.0,"482,200,333,16,142"
3136,,Ameer Akbar,Ameer Akbar Babar,Right-hand bat,Right arm Pace,18/04/64,5.0,"177,249,149"
3137,,Ameeruddin,Mohammad Ameeruddin Ansari,Right-hand bat,Right arm Off spin,30/04/66,5.0,"139,10,59"
3138,,Ameem Abbas,Ameem Abbas,Right-hand bat,Right arm Pace,26/04/75,5.0,"42,177,32"
3139,,Amanullah,Amanullah,Right-hand bat,Right arm Pace,11/12/73,5.0,"502,229"
3140,,Amad Butt,Amad Butt,Right-hand bat,Right arm Pace,10/05/95,5.0,"282,298"
3141,,Altaf Ahmed,Altaf Ahmed,Right-hand bat,Right arm Pace,25/10/93,5.0,"230,343"
3142,,Ali Zubair,Ali Zubair,Right-hand bat,,01/11/92,5.0,"246,141"
3143,,Ali Zahid,Ali Zahid,Right-hand bat,Right arm Pace,04/10/89,5.0,"102,9,229"
3144,,Ali Waqas,Ali Waqas,Left-hand bat,Right arm Off spin,26/12/89,5.0,"159,308"
3145,,Ali Shafiq,Ali Shafiq,Right-hand bat,Right arm Pace,16/11/96,5.0,"230,324"
3146,,Ali Sarfraz,Ali Sarfraz,Left-hand bat,Right arm Off spin,21/12/87,5.0,"200,333,16,142"
3147,,Ali Raza,Syed Ali Raza Naqvi,Left-hand bat,Left arm Pace,10/12/74,5.0,"10,59,381,462"
3148,,Ali Raza,Syed Ali Raza,Right-hand bat,,04/02/77,5.0,"589,177,58"
3149,,Ali Raza,Ali Raza,Left-hand bat,Right arm Pace,28/05/87,5.0,"481,159,497,308"
3150,,Ali Naqvi,Syed Ali Urooj Naqvi,Right-hand bat,Right arm Off spin,19/03/77,5.0,"260,109,376,10,492,59,381"
3151,,Ali Manzoor,Ali Manzoor,Right-hand bat,Left arm Orthodox,08/01/91,5.0,"44,102,419,9"
3152,,Ali Khan,Ali Shamsher Khan,Right-hand bat,Right arm Pace,01/08/89,5.0,"497,498,298,246,141"
